"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.3212,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.4755,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.6252,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.6171,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.595,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.5824,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.5736,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.6238,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.6746,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.6621,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.6134,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.5861,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.63,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.7161,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7742,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.7404,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.6323,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.5338,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.516,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.5619,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.5088,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.2829,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0274,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.0073,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.238,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.5482,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.7404,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7669,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.72,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.6226,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.4842,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.4176,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.3941,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.4056,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.522,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.7026,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.8167,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8922,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9392,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.8958,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.8317,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.8168,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.8417,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.8289,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.7977,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.6578,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.4738,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.2517,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.0182,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.84108,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.64436,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.34813,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.01605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.6368,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.28512,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.03219,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.9584,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.98647,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.90694,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.53876,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.19383,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.98288,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.87248,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.85175,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.05372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.48737,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.92349,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.25634,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.46454,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.64959,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.84344,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.92266,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.9541,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.05016,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.16706,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.23734,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.29201,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.32954,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.34325,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.34306,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.30007,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.2928,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.30011,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.34805,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.45214,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.53091,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.5405,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.46342,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.27438,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.18252,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.18962,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.08913,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.81724,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.49969,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.352,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.3496,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.47221,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.66075,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.87118,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.01968,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.10131,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.1216,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.09909,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.99036,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.90407,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.8659,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.89006,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.93497,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.93478,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.89787,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.97445,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.09666,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.20705,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.32491,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.50925,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.67216,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.77274,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.75604,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.6609,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.574,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.59711,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.68293,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.73098,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.76714,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.86272,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.99171,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.0587,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.0697,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0373,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.0045,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.99707,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0268,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.1134,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.2762,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4456,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.541,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.58,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.5739,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5162,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.472,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3555,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2354,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.1692,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.2643,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.4178,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.4647,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.3872,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2604,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2026,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2268,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3091,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.3202,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2625,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2469,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.2605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2721,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.3411,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.423,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.4574,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4962,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5895,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6917,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7604,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.7769,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.7925,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.8382,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.894,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.9835,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.0464,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-01",101.5508,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-02",101.294,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-03",101.0721,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-04",100.9498,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-05",100.9807,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-06",101.0681,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-07",101.0866,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-08",100.9469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-09",100.7303,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-10",100.5505,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-11",100.4922,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-12",100.5132,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-01",100.5616,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-02",100.6132,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-03",100.6818,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-04",100.8031,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-05",101.0012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-06",101.2023,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-07",101.2988,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-08",101.2107,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-09",101.0509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-10",100.9707,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-11",101.0773,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-12",101.2713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-01",101.4097,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-02",101.3825,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-03",101.2438,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-04",101.0631,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-05",100.8877,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-06",100.7478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-07",100.6829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-08",100.733,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-09",100.8549,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-10",101.0051,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-11",101.151,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-12",101.2535,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-01",101.2545,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-02",101.1072,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-03",100.908,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-04",100.7822,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-05",100.8205,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-06",100.9428,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-07",101.0441,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-08",101.0556,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-09",101.0277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-10",101.0399,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-11",101.1507,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-12",101.307,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-01",101.4331,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-02",101.4735,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-03",101.4666,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-04",101.4654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-05",101.5051,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-06",101.5647,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-07",101.6104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-08",101.6172,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-09",101.6063,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-10",101.6101,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-11",101.6562,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-12",101.7361,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-01",101.8413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-02",101.9653,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-03",102.0811,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-04",102.1496,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-05",102.1371,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-06",102.0801,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-07",102.0189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-08",101.9772,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-09",101.9441,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-10",101.8971,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-11",101.8151,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-12",101.7058,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-01",101.5748,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-02",101.4207,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-03",101.2531,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-04",101.0785,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-05",100.8995,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-06",100.721,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-07",100.5536,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-08",100.4154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-09",100.3239,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-10",100.3204,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-11",100.448,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-12",100.642,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-01",100.829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-02",100.9597,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-03",101.0492,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-04",101.1162,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-05",101.1645,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-06",101.1859,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-07",101.1553,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-08",101.0525,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-09",100.9352,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-10",100.8819,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-11",100.9489,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-12",101.0627,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-01",101.1214,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-02",101.0491,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-03",100.9058,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-04",100.7716,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-05",100.702,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-06",100.6747,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-07",100.6592,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-08",100.6436,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-09",100.6508,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-10",100.726,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-11",100.9028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-12",101.1001,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-01",101.1996,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-02",101.1032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-03",100.8876,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-04",100.6386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-05",100.4044,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-06",100.1829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-07",99.95582,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-08",99.71087,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-09",99.46937,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-10",99.26897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-11",99.14299,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-12",99.05877,
